year,crop,acres_harvested,bu_per_acre,state,max_high_F,avg_high_F,min_low_F,avg_low_F,max_precip_in,sum_precip_in
1888,BARLEY,NA,26.5,KANSAS,NA,NA,NA,NA,NA,NA
1888,CORN_GRAIN,NA,26.5,KANSAS,NA,NA,NA,NA,NA,NA
1888,OATS,NA,33.5,KANSAS,NA,NA,NA,NA,NA,NA
1888,RYE,NA,13,KANSAS,NA,NA,NA,NA,NA,NA
1888,WHEAT,NA,15,KANSAS,NA,NA,NA,NA,NA,NA
1889,BARLEY,NA,23,KANSAS,NA,NA,NA,NA,NA,NA
1889,CORN_GRAIN,NA,35.5,KANSAS,NA,NA,NA,NA,NA,NA
1889,FLAXSEED,NA,8.7,KANSAS,NA,NA,NA,NA,NA,NA
1889,OATS,NA,30.5,KANSAS,NA,NA,NA,NA,NA,NA
1889,RYE,NA,14.6,KANSAS,NA,NA,NA,NA,NA,NA
1889,WHEAT,NA,19.2,KANSAS,NA,NA,NA,NA,NA,NA
1890,BARLEY,NA,22,KANSAS,NA,NA,NA,NA,NA,NA
1890,CORN_GRAIN,NA,10.5,KANSAS,NA,NA,NA,NA,NA,NA
1890,FLAXSEED,NA,9,KANSAS,NA,NA,NA,NA,NA,NA
1890,OATS,NA,24,KANSAS,NA,NA,NA,NA,NA,NA
1890,RYE,NA,13,KANSAS,NA,NA,NA,NA,NA,NA
1890,WHEAT,NA,15,KANSAS,NA,NA,NA,NA,NA,NA
1891,BARLEY,NA,27,KANSAS,NA,NA,NA,NA,NA,NA
1891,CORN_GRAIN,NA,26.5,KANSAS,NA,NA,NA,NA,NA,NA
1891,FLAXSEED,NA,5,KANSAS,NA,NA,NA,NA,NA,NA
1891,OATS,NA,32.5,KANSAS,NA,NA,NA,NA,NA,NA
1891,RYE,NA,14.5,KANSAS,NA,NA,NA,NA,NA,NA
1891,WHEAT,NA,16,KANSAS,NA,NA,NA,NA,NA,NA
1892,BARLEY,NA,23.5,KANSAS,NA,NA,NA,NA,NA,NA
1892,CORN_GRAIN,NA,24.5,KANSAS,NA,NA,NA,NA,NA,NA
1892,FLAXSEED,NA,7,KANSAS,NA,NA,NA,NA,NA,NA
1892,OATS,NA,28.5,KANSAS,NA,NA,NA,NA,NA,NA
1892,RYE,NA,14,KANSAS,NA,NA,NA,NA,NA,NA
1892,WHEAT,NA,18,KANSAS,NA,NA,NA,NA,NA,NA
1893,BARLEY,NA,7,KANSAS,96,57.97534247,-18,35.20547945,0.81,22.46
1893,CORN_GRAIN,NA,21.5,KANSAS,96,57.97534247,-18,35.20547945,0.81,22.46
1893,FLAXSEED,NA,6.5,KANSAS,96,57.97534247,-18,35.20547945,0.81,22.46
1893,OATS,NA,18.5,KANSAS,96,57.97534247,-18,35.20547945,0.81,22.46
1893,RYE,NA,6.5,KANSAS,96,57.97534247,-18,35.20547945,0.81,22.46
1893,WHEAT,NA,9,KANSAS,96,57.97534247,-18,35.20547945,0.81,22.46
1894,BARLEY,NA,6,KANSAS,105,62.23287671,-23,38.22191781,0.61,19.2
1894,CORN_GRAIN,NA,11,KANSAS,105,62.23287671,-23,38.22191781,0.61,19.2
1894,FLAXSEED,NA,7.5,KANSAS,105,62.23287671,-23,38.22191781,0.61,19.2
1894,OATS,NA,18,KANSAS,105,62.23287671,-23,38.22191781,0.61,19.2
1894,RYE,NA,8,KANSAS,105,62.23287671,-23,38.22191781,0.61,19.2
1894,WHEAT,NA,10.5,KANSAS,105,62.23287671,-23,38.22191781,0.61,19.2
1895,BARLEY,NA,11.5,KANSAS,94,59.49589041,-21,36.42191781,1.21,26.88
1895,CORN_GRAIN,NA,24.5,KANSAS,94,59.49589041,-21,36.42191781,1.21,26.88
1895,FLAXSEED,NA,6.5,KANSAS,94,59.49589041,-21,36.42191781,1.21,26.88
1895,OATS,NA,20,KANSAS,94,59.49589041,-21,36.42191781,1.21,26.88
1895,RYE,NA,8.5,KANSAS,94,59.49589041,-21,36.42191781,1.21,26.88
1895,WHEAT,NA,8,KANSAS,94,59.49589041,-21,36.42191781,1.21,26.88
1896,BARLEY,NA,6.5,KANSAS,96,59.7568306,-10,38.26775956,1.54,36.51
1896,CORN_GRAIN,NA,28,KANSAS,96,59.7568306,-10,38.26775956,1.54,36.51
1896,FLAXSEED,NA,6.3,KANSAS,96,59.7568306,-10,38.26775956,1.54,36.51
1896,OATS,NA,13,KANSAS,96,59.7568306,-10,38.26775956,1.54,36.51
1896,RYE,NA,10,KANSAS,96,59.7568306,-10,38.26775956,1.54,36.51
1896,WHEAT,NA,14.5,KANSAS,96,59.7568306,-10,38.26775956,1.54,36.51
1897,BARLEY,NA,16,KANSAS,98,58.93150685,-18,37.18356164,1,27.65
1897,CORN_GRAIN,NA,19,KANSAS,98,58.93150685,-18,37.18356164,1,27.65
1897,FLAXSEED,NA,6.5,KANSAS,98,58.93150685,-18,37.18356164,1,27.65
1897,OATS,NA,24,KANSAS,98,58.93150685,-18,37.18356164,1,27.65
1897,RYE,NA,12.5,KANSAS,98,58.93150685,-18,37.18356164,1,27.65
1897,WHEAT,NA,17,KANSAS,98,58.93150685,-18,37.18356164,1,27.65
1898,BARLEY,NA,22.5,KANSAS,96,58.85205479,-14,37.43835616,1.28,29.1
1898,CORN_GRAIN,NA,19,KANSAS,96,58.85205479,-14,37.43835616,1.28,29.1
1898,FLAXSEED,NA,7,KANSAS,96,58.85205479,-14,37.43835616,1.28,29.1
1898,OATS,NA,20.5,KANSAS,96,58.85205479,-14,37.43835616,1.28,29.1
1898,RYE,NA,13,KANSAS,96,58.85205479,-14,37.43835616,1.28,29.1
1898,WHEAT,NA,15,KANSAS,96,58.85205479,-14,37.43835616,1.28,29.1
1899,BARLEY,NA,12.4,KANSAS,96,58.85479452,-28,36.93150685,1.11,29.24
1899,CORN_GRAIN,NA,27.8,KANSAS,96,58.85479452,-28,36.93150685,1.11,29.24
1899,FLAXSEED,NA,7.4,KANSAS,96,58.85479452,-28,36.93150685,1.11,29.24
1899,OATS,NA,27.2,KANSAS,96,58.85479452,-28,36.93150685,1.11,29.24
1899,RYE,NA,10,KANSAS,96,58.85479452,-28,36.93150685,1.11,29.24
1899,WHEAT,NA,10.2,KANSAS,96,58.85479452,-28,36.93150685,1.11,29.24
1900,BARLEY,NA,18,KANSAS,94,60.70410959,-10,39.23287671,1.74,38.04
1900,CORN_GRAIN,NA,19,KANSAS,94,60.70410959,-10,39.23287671,1.74,38.04
1900,FLAXSEED,NA,8.5,KANSAS,94,60.70410959,-10,39.23287671,1.74,38.04
1900,OATS,NA,31.5,KANSAS,94,60.70410959,-10,39.23287671,1.74,38.04
1900,RYE,NA,14,KANSAS,94,60.70410959,-10,39.23287671,1.74,38.04
1900,WHEAT,NA,18.2,KANSAS,94,60.70410959,-10,39.23287671,1.74,38.04
1901,BARLEY,NA,8.5,KANSAS,106,61.10684932,-19,38.27123288,0.76,23.19
1901,CORN_GRAIN,NA,8,KANSAS,106,61.10684932,-19,38.27123288,0.76,23.19
1901,FLAXSEED,NA,4.5,KANSAS,106,61.10684932,-19,38.27123288,0.76,23.19
1901,OATS,NA,17.5,KANSAS,106,61.10684932,-19,38.27123288,0.76,23.19
1901,RYE,NA,13,KANSAS,106,61.10684932,-19,38.27123288,0.76,23.19
1901,WHEAT,NA,17,KANSAS,106,61.10684932,-19,38.27123288,0.76,23.19
1902,BARLEY,NA,14.5,KANSAS,92,58.73150685,-20,37.94794521,1.35,42.03
1902,CORN_GRAIN,NA,30,KANSAS,92,58.73150685,-20,37.94794521,1.35,42.03
1902,FLAXSEED,NA,5,KANSAS,92,58.73150685,-20,37.94794521,1.35,42.03
1902,OATS,NA,32.5,KANSAS,92,58.73150685,-20,37.94794521,1.35,42.03
1902,RYE,NA,11,KANSAS,92,58.73150685,-20,37.94794521,1.35,42.03
1902,WHEAT,NA,11,KANSAS,92,58.73150685,-20,37.94794521,1.35,42.03
1903,BARLEY,NA,24,KANSAS,92,58.43835616,-16,37.34794521,1.31,35.86
1903,CORN_GRAIN,NA,26,KANSAS,92,58.43835616,-16,37.34794521,1.31,35.86
1903,FLAXSEED,NA,6,KANSAS,92,58.43835616,-16,37.34794521,1.31,35.86
1903,OATS,NA,25,KANSAS,92,58.43835616,-16,37.34794521,1.31,35.86
1903,RYE,NA,13,KANSAS,92,58.43835616,-16,37.34794521,1.31,35.86
1903,WHEAT,NA,15.8,KANSAS,92,58.43835616,-16,37.34794521,1.31,35.86
1904,BARLEY,NA,14,KANSAS,93,58.21038251,-19,35.86338798,1.24,29.15
1904,CORN_GRAIN,NA,21,KANSAS,93,58.21038251,-19,35.86338798,1.24,29.15
1904,FLAXSEED,NA,5.5,KANSAS,93,58.21038251,-19,35.86338798,1.24,29.15
1904,OATS,NA,18,KANSAS,93,58.21038251,-19,35.86338798,1.24,29.15
1904,RYE,NA,10,KANSAS,93,58.21038251,-19,35.86338798,1.24,29.15
1904,WHEAT,NA,12.5,KANSAS,93,58.21038251,-19,35.86338798,1.24,29.15
1905,BARLEY,NA,18,KANSAS,96,58.89041096,-28,36.89315068,1.35,37.51
1905,CORN_GRAIN,NA,28,KANSAS,96,58.89041096,-28,36.89315068,1.35,37.51
1905,FLAXSEED,NA,7.5,KANSAS,96,58.89041096,-28,36.89315068,1.35,37.51
1905,OATS,NA,27,KANSAS,96,58.89041096,-28,36.89315068,1.35,37.51
1905,RYE,NA,12,KANSAS,96,58.89041096,-28,36.89315068,1.35,37.51
1905,WHEAT,NA,14,KANSAS,96,58.89041096,-28,36.89315068,1.35,37.51
1906,BARLEY,NA,13.5,KANSAS,96,59.8,-9,38.18356164,0.98,32.65
1906,CORN_GRAIN,NA,29,KANSAS,96,59.8,-9,38.18356164,0.98,32.65
1906,FLAXSEED,NA,7,KANSAS,96,59.8,-9,38.18356164,0.98,32.65
1906,OATS,NA,23.5,KANSAS,96,59.8,-9,38.18356164,0.98,32.65
1906,RYE,NA,12,KANSAS,96,59.8,-9,38.18356164,0.98,32.65
1906,WHEAT,NA,14.5,KANSAS,96,59.8,-9,38.18356164,0.98,32.65
1907,BARLEY,NA,5,KANSAS,94,58.90958904,-16,37.39452055,1.25,31.08
1907,CORN_GRAIN,NA,22,KANSAS,94,58.90958904,-16,37.39452055,1.25,31.08
1907,FLAXSEED,NA,7.5,KANSAS,94,58.90958904,-16,37.39452055,1.25,31.08
1907,OATS,NA,15,KANSAS,94,58.90958904,-16,37.39452055,1.25,31.08
1907,RYE,NA,8,KANSAS,94,58.90958904,-16,37.39452055,1.25,31.08
1907,WHEAT,NA,11,KANSAS,94,58.90958904,-16,37.39452055,1.25,31.08
1908,BARLEY,NA,10,KANSAS,95,60.80874317,-6,38.8852459,1.13,34.62
1908,CORN_GRAIN,NA,22,KANSAS,95,60.80874317,-6,38.8852459,1.13,34.62
1908,FLAXSEED,NA,6.5,KANSAS,95,60.80874317,-6,38.8852459,1.13,34.62
1908,OATS,NA,20,KANSAS,95,60.80874317,-6,38.8852459,1.13,34.62
1908,RYE,NA,9,KANSAS,95,60.80874317,-6,38.8852459,1.13,34.62
1908,WHEAT,NA,12.5,KANSAS,95,60.80874317,-6,38.8852459,1.13,34.62
1909,BARLEY,NA,13.4,KANSAS,95,58.20547945,-17,37.50410959,0.95,38.36
1909,CORN_GRAIN,NA,19.1,KANSAS,95,58.20547945,-17,37.50410959,0.95,38.36
1909,FLAXSEED,NA,6.7,KANSAS,95,58.20547945,-17,37.50410959,0.95,38.36
1909,OATS,NA,24.6,KANSAS,95,58.20547945,-17,37.50410959,0.95,38.36
1909,RYE,NA,9.3,KANSAS,95,58.20547945,-17,37.50410959,0.95,38.36
1909,WHEAT,NA,13,KANSAS,95,58.20547945,-17,37.50410959,0.95,38.36
1910,BARLEY,NA,13,KANSAS,95,60.88219178,-19,37.66027397,0.62,20.42
1910,CORN_GRAIN,NA,19,KANSAS,95,60.88219178,-19,37.66027397,0.62,20.42
1910,FLAXSEED,NA,8,KANSAS,95,60.88219178,-19,37.66027397,0.62,20.42
1910,OATS,NA,33,KANSAS,95,60.88219178,-19,37.66027397,0.62,20.42
1910,RYE,NA,8.5,KANSAS,95,60.88219178,-19,37.66027397,0.62,20.42
1910,WHEAT,NA,12.4,KANSAS,95,60.88219178,-19,37.66027397,0.62,20.42
1911,BARLEY,NA,7,KANSAS,104,60.78630137,-19,39.0109589,1.07,33.83
1911,CORN_GRAIN,NA,14.5,KANSAS,104,60.78630137,-19,39.0109589,1.07,33.83
1911,FLAXSEED,NA,3,KANSAS,104,60.78630137,-19,39.0109589,1.07,33.83
1911,OATS,NA,15,KANSAS,104,60.78630137,-19,39.0109589,1.07,33.83
1911,RYE,NA,5.5,KANSAS,104,60.78630137,-19,39.0109589,1.07,33.83
1911,WHEAT,NA,10.7,KANSAS,104,60.78630137,-19,39.0109589,1.07,33.83
1912,BARLEY,NA,20,KANSAS,97,57.75409836,-31,36.05191257,1.19,29.07
1912,CORN_GRAIN,NA,23,KANSAS,97,57.75409836,-31,36.05191257,1.19,29.07
1912,FLAXSEED,NA,6,KANSAS,97,57.75409836,-31,36.05191257,1.19,29.07
1912,OATS,NA,31,KANSAS,97,57.75409836,-31,36.05191257,1.19,29.07
1912,RYE,NA,12,KANSAS,97,57.75409836,-31,36.05191257,1.19,29.07
1912,WHEAT,NA,14.5,KANSAS,97,57.75409836,-31,36.05191257,1.19,29.07
1913,BARLEY,NA,7,KANSAS,100,61.44657534,-12,39.44383562,1,28.26
1913,CORN_GRAIN,NA,3,KANSAS,100,61.44657534,-12,39.44383562,1,28.26
1913,FLAXSEED,NA,5.5,KANSAS,100,61.44657534,-12,39.44383562,1,28.26
1913,OATS,NA,19.5,KANSAS,100,61.44657534,-12,39.44383562,1,28.26
1913,RYE,NA,9.5,KANSAS,100,61.44657534,-12,39.44383562,1,28.26
1913,WHEAT,NA,12,KANSAS,100,61.44657534,-12,39.44383562,1,28.26
1914,BARLEY,NA,20,KANSAS,99,61.15342466,-19,38.88767123,1.4,31.97
1914,CORN_GRAIN,NA,18.5,KANSAS,99,61.15342466,-19,38.88767123,1.4,31.97
1914,FLAXSEED,NA,6,KANSAS,99,61.15342466,-19,38.88767123,1.4,31.97
1914,OATS,NA,31,KANSAS,99,61.15342466,-19,38.88767123,1.4,31.97
1914,RYE,NA,14.5,KANSAS,99,61.15342466,-19,38.88767123,1.4,31.97
1914,WHEAT,NA,20,KANSAS,99,61.15342466,-19,38.88767123,1.4,31.97
1915,BARLEY,NA,24.5,KANSAS,88,58.37808219,-22,38.39726027,1.77,39.38
1915,CORN_GRAIN,NA,31,KANSAS,88,58.37808219,-22,38.39726027,1.77,39.38
1915,FLAXSEED,NA,6,KANSAS,88,58.37808219,-22,38.39726027,1.77,39.38
1915,OATS,NA,26,KANSAS,88,58.37808219,-22,38.39726027,1.77,39.38
1915,RYE,NA,12,KANSAS,88,58.37808219,-22,38.39726027,1.77,39.38
1915,WHEAT,NA,12.5,KANSAS,88,58.37808219,-22,38.39726027,1.77,39.38
1916,BARLEY,NA,12,KANSAS,100,59.25136612,-24,36.72131148,1.1,28.09
1916,CORN_GRAIN,NA,10,KANSAS,100,59.25136612,-24,36.72131148,1.1,28.09
1916,FLAXSEED,NA,6,KANSAS,100,59.25136612,-24,36.72131148,1.1,28.09
1916,OATS,NA,23,KANSAS,100,59.25136612,-24,36.72131148,1.1,28.09
1916,RYE,NA,10,KANSAS,100,59.25136612,-24,36.72131148,1.1,28.09
1916,WHEAT,NA,12,KANSAS,100,59.25136612,-24,36.72131148,1.1,28.09
1917,BARLEY,NA,7,KANSAS,100,56.75342466,-24,34.39726027,1.25,27.54
1917,CORN_GRAIN,NA,13,KANSAS,100,56.75342466,-24,34.39726027,1.25,27.54
1917,FLAXSEED,NA,7,KANSAS,100,56.75342466,-24,34.39726027,1.25,27.54
1917,OATS,NA,31,KANSAS,100,56.75342466,-24,34.39726027,1.25,27.54
1917,RYE,NA,11,KANSAS,100,56.75342466,-24,34.39726027,1.25,27.54
1917,WHEAT,NA,11.5,KANSAS,100,56.75342466,-24,34.39726027,1.25,27.54
1918,BARLEY,NA,9,KANSAS,102,61.5260274,-23,38.20547945,1.41,32.62
1918,CORN_GRAIN,NA,7,KANSAS,102,61.5260274,-23,38.20547945,1.41,32.62
1918,FLAXSEED,NA,5,KANSAS,102,61.5260274,-23,38.20547945,1.41,32.62
1918,OATS,NA,22,KANSAS,102,61.5260274,-23,38.20547945,1.41,32.62
1918,RYE,NA,12,KANSAS,102,61.5260274,-23,38.20547945,1.41,32.62
1918,WHEAT,NA,13.5,KANSAS,102,61.5260274,-23,38.20547945,1.41,32.62
1919,BARLEY,NA,21,KANSAS,98,60.23561644,-19,38.80547945,1.35,37.96
1919,CORN_GRAIN,NA,15.5,KANSAS,98,60.23561644,-19,38.80547945,1.35,37.96
1919,FLAXSEED,NA,6.1,KANSAS,98,60.23561644,-19,38.80547945,1.35,37.96
1919,OATS,NA,25.6,KANSAS,98,60.23561644,-19,38.80547945,1.35,37.96
1919,RYE,NA,10.5,KANSAS,98,60.23561644,-19,38.80547945,1.35,37.96
1919,WHEAT,NA,13.2,KANSAS,98,60.23561644,-19,38.80547945,1.35,37.96
1920,BARLEY,NA,20.5,KANSAS,95,59.78961749,-10,38.40163934,1.05,31.02
1920,CORN_GRAIN,NA,26.2,KANSAS,95,59.78961749,-10,38.40163934,1.05,31.02
1920,FLAXSEED,NA,6.9,KANSAS,95,59.78961749,-10,38.40163934,1.05,31.02
1920,OATS,NA,28,KANSAS,95,59.78961749,-10,38.40163934,1.05,31.02
1920,RYE,NA,12.5,KANSAS,95,59.78961749,-10,38.40163934,1.05,31.02
1920,WHEAT,NA,15.6,KANSAS,95,59.78961749,-10,38.40163934,1.05,31.02
1921,BARLEY,NA,15.5,KANSAS,97,63.86849315,-9,41.90136986,1.34,32.29
1921,CORN_GRAIN,NA,22.8,KANSAS,97,63.86849315,-9,41.90136986,1.34,32.29
1921,FLAXSEED,NA,6.7,KANSAS,97,63.86849315,-9,41.90136986,1.34,32.29
1921,OATS,NA,19.1,KANSAS,97,63.86849315,-9,41.90136986,1.34,32.29
1921,RYE,NA,9.5,KANSAS,97,63.86849315,-9,41.90136986,1.34,32.29
1921,WHEAT,NA,12.7,KANSAS,97,63.86849315,-9,41.90136986,1.34,32.29
1922,BARLEY,NA,14.4,KANSAS,99,62.14520548,-12,39.76712329,1.53,33.72
1922,CORN_GRAIN,NA,19,KANSAS,99,62.14520548,-12,39.76712329,1.53,33.72
1922,FLAXSEED,NA,5.5,KANSAS,99,62.14520548,-12,39.76712329,1.53,33.72
1922,OATS,NA,16.5,KANSAS,99,62.14520548,-12,39.76712329,1.53,33.72
1922,RYE,NA,11,KANSAS,99,62.14520548,-12,39.76712329,1.53,33.72
1922,WHEAT,NA,12.8,KANSAS,99,62.14520548,-12,39.76712329,1.53,33.72
1923,BARLEY,NA,18,KANSAS,98,60.83561644,-13,39.09315068,1.03,32.52
1923,CORN_GRAIN,NA,23,KANSAS,98,60.83561644,-13,39.09315068,1.03,32.52
1923,FLAXSEED,NA,7.2,KANSAS,98,60.83561644,-13,39.09315068,1.03,32.52
1923,OATS,NA,22.3,KANSAS,98,60.83561644,-13,39.09315068,1.03,32.52
1923,RYE,NA,8.5,KANSAS,98,60.83561644,-13,39.09315068,1.03,32.52
1923,WHEAT,NA,10.1,KANSAS,98,60.83561644,-13,39.09315068,1.03,32.52
1924,BARLEY,NA,13,KANSAS,94,57.97814208,-25,36.13387978,1.02,31.57
1924,CORN_GRAIN,NA,21.7,KANSAS,94,57.97814208,-25,36.13387978,1.02,31.57
1924,FLAXSEED,NA,6.5,KANSAS,94,57.97814208,-25,36.13387978,1.02,31.57
1924,OATS,NA,23,KANSAS,94,57.97814208,-25,36.13387978,1.02,31.57
1924,RYE,NA,11.1,KANSAS,94,57.97814208,-25,36.13387978,1.02,31.57
1924,SOYBEANS,NA,11,KANSAS,94,57.97814208,-25,36.13387978,1.02,31.57
1924,WHEAT,NA,16,KANSAS,94,57.97814208,-25,36.13387978,1.02,31.57
1925,BARLEY,NA,10.5,KANSAS,99,60.8630137,-12,38.06849315,1.04,29.09
1925,CORN_GRAIN,NA,17.6,KANSAS,99,60.8630137,-12,38.06849315,1.04,29.09
1925,FLAXSEED,NA,6.3,KANSAS,99,60.8630137,-12,38.06849315,1.04,29.09
1925,OATS,NA,20.5,KANSAS,99,60.8630137,-12,38.06849315,1.04,29.09
1925,RYE,NA,9.5,KANSAS,99,60.8630137,-12,38.06849315,1.04,29.09
1925,SOYBEANS,NA,10,KANSAS,99,60.8630137,-12,38.06849315,1.04,29.09
1925,WHEAT,NA,9.2,KANSAS,99,60.8630137,-12,38.06849315,1.04,29.09
1926,BARLEY,NA,9.8,KANSAS,101,59.86575342,-11,38.61369863,1.14,34.12
1926,CORN_GRAIN,NA,12,KANSAS,101,59.86575342,-11,38.61369863,1.14,34.12
1926,FLAXSEED,NA,6.3,KANSAS,101,59.86575342,-11,38.61369863,1.14,34.12
1926,OATS,NA,18.5,KANSAS,101,59.86575342,-11,38.61369863,1.14,34.12
1926,RYE,NA,10.7,KANSAS,101,59.86575342,-11,38.61369863,1.14,34.12
1926,SOYBEANS,NA,10,KANSAS,101,59.86575342,-11,38.61369863,1.14,34.12
1926,WHEAT,NA,14.8,KANSAS,101,59.86575342,-11,38.61369863,1.14,34.12
1927,BARLEY,NA,12,KANSAS,95,60.51232877,-11,38.81917808,1.13,32.12
1927,CORN_GRAIN,NA,27,KANSAS,95,60.51232877,-11,38.81917808,1.13,32.12
1927,FLAXSEED,NA,5.5,KANSAS,95,60.51232877,-11,38.81917808,1.13,32.12
1927,OATS,NA,20.5,KANSAS,95,60.51232877,-11,38.81917808,1.13,32.12
1927,RYE,NA,10.7,KANSAS,95,60.51232877,-11,38.81917808,1.13,32.12
1927,SOYBEANS,NA,12,KANSAS,95,60.51232877,-11,38.81917808,1.13,32.12
1927,WHEAT,NA,11.2,KANSAS,95,60.51232877,-11,38.81917808,1.13,32.12
1928,BARLEY,NA,21,KANSAS,94,61.13661202,-11,39.41803279,1.06,36.47
1928,CORN_GRAIN,NA,25,KANSAS,94,61.13661202,-11,39.41803279,1.06,36.47
1928,FLAXSEED,NA,6.5,KANSAS,94,61.13661202,-11,39.41803279,1.06,36.47
1928,OATS,NA,25.4,KANSAS,94,61.13661202,-11,39.41803279,1.06,36.47
1928,RYE,NA,12,KANSAS,94,61.13661202,-11,39.41803279,1.06,36.47
1928,SOYBEANS,NA,11,KANSAS,94,61.13661202,-11,39.41803279,1.06,36.47
1928,WHEAT,NA,16.3,KANSAS,94,61.13661202,-11,39.41803279,1.06,36.47
1929,BARLEY,NA,16.5,KANSAS,94,58.2,-16,36.62739726,1.04,31.72
1929,CORN_GRAIN,NA,18,KANSAS,94,58.2,-16,36.62739726,1.04,31.72
1929,FLAXSEED,NA,5.5,KANSAS,94,58.2,-16,36.62739726,1.04,31.72
1929,OATS,NA,21,KANSAS,94,58.2,-16,36.62739726,1.04,31.72
1929,RYE,NA,10.5,KANSAS,94,58.2,-16,36.62739726,1.04,31.72
1929,SOYBEANS,NA,9,KANSAS,94,58.2,-16,36.62739726,1.04,31.72
1929,WHEAT,NA,12.4,KANSAS,94,58.2,-16,36.62739726,1.04,31.72
1930,BARLEY,NA,20.5,KANSAS,107,62.42191781,-23,39.41369863,1.09,26.79
1930,CORN_GRAIN,NA,12.5,KANSAS,107,62.42191781,-23,39.41369863,1.09,26.79
1930,FLAXSEED,NA,7,KANSAS,107,62.42191781,-23,39.41369863,1.09,26.79
1930,OATS,NA,28,KANSAS,107,62.42191781,-23,39.41369863,1.09,26.79
1930,RYE,NA,10.5,KANSAS,107,62.42191781,-23,39.41369863,1.09,26.79
1930,SOYBEANS,NA,7.5,KANSAS,107,62.42191781,-23,39.41369863,1.09,26.79
1930,WHEAT,NA,14.2,KANSAS,107,62.42191781,-23,39.41369863,1.09,26.79
1931,BARLEY,NA,16,KANSAS,102,64.93150685,0,42.96438356,1.44,33.5
1931,CORN_GRAIN,NA,18,KANSAS,102,64.93150685,0,42.96438356,1.44,33.5
1931,FLAXSEED,NA,5.5,KANSAS,102,64.93150685,0,42.96438356,1.44,33.5
1931,OATS,NA,29,KANSAS,102,64.93150685,0,42.96438356,1.44,33.5
1931,RYE,NA,12,KANSAS,102,64.93150685,0,42.96438356,1.44,33.5
1931,SOYBEANS,NA,9,KANSAS,102,64.93150685,0,42.96438356,1.44,33.5
1931,WHEAT,NA,18.5,KANSAS,102,64.93150685,0,42.96438356,1.44,33.5
1932,BARLEY,NA,14,KANSAS,98,59.79781421,-17,38.09016393,0.83,32.23
1932,CORN_GRAIN,NA,19,KANSAS,98,59.79781421,-17,38.09016393,0.83,32.23
1932,FLAXSEED,NA,6.5,KANSAS,98,59.79781421,-17,38.09016393,0.83,32.23
1932,OATS,NA,24,KANSAS,98,59.79781421,-17,38.09016393,0.83,32.23
1932,RYE,NA,11,KANSAS,98,59.79781421,-17,38.09016393,0.83,32.23
1932,SOYBEANS,NA,7.3,KANSAS,98,59.79781421,-17,38.09016393,0.83,32.23
1932,WHEAT,NA,11.6,KANSAS,98,59.79781421,-17,38.09016393,0.83,32.23
1933,BARLEY,NA,8.5,KANSAS,101,63.1260274,-20,39.9890411,1.11,26.04
1933,CORN_GRAIN,NA,12,KANSAS,101,63.1260274,-20,39.9890411,1.11,26.04
1933,FLAXSEED,NA,6.2,KANSAS,101,63.1260274,-20,39.9890411,1.11,26.04
1933,OATS,NA,19,KANSAS,101,63.1260274,-20,39.9890411,1.11,26.04
1933,RYE,NA,9,KANSAS,101,63.1260274,-20,39.9890411,1.11,26.04
1933,SOYBEANS,NA,8.5,KANSAS,101,63.1260274,-20,39.9890411,1.11,26.04
1933,WHEAT,NA,9.1,KANSAS,101,63.1260274,-20,39.9890411,1.11,26.04
1934,BARLEY,NA,8.2,KANSAS,105,64.06849315,-10,40.43287671,0.84,27.17
1934,CORN_GRAIN,NA,5.2,KANSAS,105,64.06849315,-10,40.43287671,0.84,27.17
1934,FLAXSEED,NA,5,KANSAS,105,64.06849315,-10,40.43287671,0.84,27.17
1934,OATS,NA,16,KANSAS,105,64.06849315,-10,40.43287671,0.84,27.17
1934,RYE,NA,9.8,KANSAS,105,64.06849315,-10,40.43287671,0.84,27.17
1934,SOYBEANS,NA,5,KANSAS,105,64.06849315,-10,40.43287671,0.84,27.17
1934,WHEAT,NA,9.8,KANSAS,105,64.06849315,-10,40.43287671,0.84,27.17
1935,BARLEY,NA,14,KANSAS,99,59.26575342,-14,39.20273973,1.48,34.13
1935,CORN_GRAIN,NA,9.5,KANSAS,99,59.26575342,-14,39.20273973,1.48,34.13
1935,FLAXSEED,NA,6,KANSAS,99,59.26575342,-14,39.20273973,1.48,34.13
1935,OATS,NA,29,KANSAS,99,59.26575342,-14,39.20273973,1.48,34.13
1935,RYE,NA,10.5,KANSAS,99,59.26575342,-14,39.20273973,1.48,34.13
1935,SOYBEANS,NA,6.5,KANSAS,99,59.26575342,-14,39.20273973,1.48,34.13
1935,WHEAT,NA,9.3,KANSAS,99,59.26575342,-14,39.20273973,1.48,34.13
1936,BARLEY,NA,11,KANSAS,108,60.6147541,-23,37.6284153,1.01,25.27
1936,CORN_GRAIN,NA,6,KANSAS,108,60.6147541,-23,37.6284153,1.01,25.27
1936,FLAXSEED,NA,4,KANSAS,108,60.6147541,-23,37.6284153,1.01,25.27
1936,OATS,NA,21,KANSAS,108,60.6147541,-23,37.6284153,1.01,25.27
1936,RYE,NA,10.5,KANSAS,108,60.6147541,-23,37.6284153,1.01,25.27
1936,SOYBEANS,NA,4,KANSAS,108,60.6147541,-23,37.6284153,1.01,25.27
1936,WHEAT,NA,11.5,KANSAS,108,60.6147541,-23,37.6284153,1.01,25.27
