year,crop,acres_harvested,bu_per_acre,state,max_high_F,avg_high_F,min_low_F,avg_low_F,max_precip_in,sum_precip_in
1937,BARLEY,NA,11.5,KANSAS,101,58.89589041,-10,37.35342466,1.05,26.99
1937,CORN_GRAIN,NA,13,KANSAS,101,58.89589041,-10,37.35342466,1.05,26.99
1937,FLAXSEED,NA,5.5,KANSAS,101,58.89589041,-10,37.35342466,1.05,26.99
1937,OATS,NA,26,KANSAS,101,58.89589041,-10,37.35342466,1.05,26.99
1937,RYE,NA,11.5,KANSAS,101,58.89589041,-10,37.35342466,1.05,26.99
1937,SOYBEANS,NA,8,KANSAS,101,58.89589041,-10,37.35342466,1.05,26.99
1937,WHEAT,NA,12,KANSAS,101,58.89589041,-10,37.35342466,1.05,26.99
1938,BARLEY,NA,17,KANSAS,98,62.8739726,-10,40.99178082,1.08,36.03
1938,CORN_GRAIN,NA,21,KANSAS,98,62.8739726,-10,40.99178082,1.08,36.03
1938,FLAXSEED,NA,7.4,KANSAS,98,62.8739726,-10,40.99178082,1.08,36.03
1938,OATS,NA,26,KANSAS,98,62.8739726,-10,40.99178082,1.08,36.03
1938,RYE,NA,11,KANSAS,98,62.8739726,-10,40.99178082,1.08,36.03
1938,SOYBEANS,NA,10.5,KANSAS,98,62.8739726,-10,40.99178082,1.08,36.03
1938,WHEAT,NA,10.5,KANSAS,98,62.8739726,-10,40.99178082,1.08,36.03
1939,BARLEY,NA,11,KANSAS,101,63.69041096,-9,39.92876712,0.89,25.17
1939,CORN_GRAIN,NA,15.2,KANSAS,101,63.69041096,-9,39.92876712,0.89,25.17
1939,FLAXSEED,NA,7.7,KANSAS,101,63.69041096,-9,39.92876712,0.89,25.17
1939,OATS,NA,18.6,KANSAS,101,63.69041096,-9,39.92876712,0.89,25.17
1939,RYE,NA,10.5,KANSAS,101,63.69041096,-9,39.92876712,0.89,25.17
1939,SOYBEANS,NA,8,KANSAS,101,63.69041096,-9,39.92876712,0.89,25.17
1939,WHEAT,NA,12,KANSAS,101,63.69041096,-9,39.92876712,0.89,25.17
1940,BARLEY,NA,17,KANSAS,103,58.84153005,-20,37.76229508,0.99,30.52
1940,CORN_GRAIN,NA,17.5,KANSAS,103,58.84153005,-20,37.76229508,0.99,30.52
1940,FLAXSEED,NA,9,KANSAS,103,58.84153005,-20,37.76229508,0.99,30.52
1940,OATS,NA,31,KANSAS,103,58.84153005,-20,37.76229508,0.99,30.52
1940,RYE,NA,10.5,KANSAS,103,58.84153005,-20,37.76229508,0.99,30.52
1940,SOYBEANS,NA,12,KANSAS,103,58.84153005,-20,37.76229508,0.99,30.52
1940,WHEAT,NA,14.5,KANSAS,103,58.84153005,-20,37.76229508,0.99,30.52
1941,BARLEY,NA,21,KANSAS,100,61.83013699,-5,41.35342466,1.52,36.39
1941,CORN_GRAIN,NA,23,KANSAS,100,61.83013699,-5,41.35342466,1.52,36.39
1941,FLAXSEED,NA,8,KANSAS,100,61.83013699,-5,41.35342466,1.52,36.39
1941,OATS,NA,24,KANSAS,100,61.83013699,-5,41.35342466,1.52,36.39
1941,RYE,NA,11,KANSAS,100,61.83013699,-5,41.35342466,1.52,36.39
1941,SOYBEANS,NA,11.5,KANSAS,100,61.83013699,-5,41.35342466,1.52,36.39
1941,WHEAT,NA,14.7,KANSAS,100,61.83013699,-5,41.35342466,1.52,36.39
1942,BARLEY,NA,13.5,KANSAS,97,59.80547945,-19,38.91780822,1.14,33.29
1942,CORN_GRAIN,NA,27,KANSAS,97,59.80547945,-19,38.91780822,1.14,33.29
1942,FLAXSEED,NA,7,KANSAS,97,59.80547945,-19,38.91780822,1.14,33.29
1942,OATS,NA,25.5,KANSAS,97,59.80547945,-19,38.91780822,1.14,33.29
1942,RYE,NA,11,KANSAS,97,59.80547945,-19,38.91780822,1.14,33.29
1942,SOYBEANS,NA,11.5,KANSAS,97,59.80547945,-19,38.91780822,1.14,33.29
1942,WHEAT,NA,19.3,KANSAS,97,59.80547945,-19,38.91780822,1.14,33.29
1943,BARLEY,NA,14,KANSAS,95,59.51506849,-20,37.13150685,0.96,30
1943,CORN_GRAIN,NA,23,KANSAS,95,59.51506849,-20,37.13150685,0.96,30
1943,FLAXSEED,NA,7,KANSAS,95,59.51506849,-20,37.13150685,0.96,30
1943,OATS,NA,24,KANSAS,95,59.51506849,-20,37.13150685,0.96,30
1943,RYE,NA,10.5,KANSAS,95,59.51506849,-20,37.13150685,0.96,30
1943,SOYBEANS,NA,9.5,KANSAS,95,59.51506849,-20,37.13150685,0.96,30
1943,WHEAT,NA,14.2,KANSAS,95,59.51506849,-20,37.13150685,0.96,30
1944,BARLEY,NA,17.8,KANSAS,96,59.79234973,-15,39.23770492,1.01,36.33
1944,CORN_GRAIN,NA,27.6,KANSAS,96,59.79234973,-15,39.23770492,1.01,36.33
1944,FLAXSEED,NA,3.7,KANSAS,96,59.79234973,-15,39.23770492,1.01,36.33
1944,OATS,NA,16.2,KANSAS,96,59.79234973,-15,39.23770492,1.01,36.33
1944,RYE,NA,10.5,KANSAS,96,59.79234973,-15,39.23770492,1.01,36.33
1944,SOYBEANS,NA,13.7,KANSAS,96,59.79234973,-15,39.23770492,1.01,36.33
1944,WHEAT,NA,16.5,KANSAS,96,59.79234973,-15,39.23770492,1.01,36.33
1945,BARLEY,NA,18.5,KANSAS,95,58.63013699,-9,37.51506849,1.35,35.94
1945,CORN_GRAIN,NA,23.5,KANSAS,95,58.63013699,-9,37.51506849,1.35,35.94
1945,FLAXSEED,NA,5.5,KANSAS,95,58.63013699,-9,37.51506849,1.35,35.94
1945,OATS,NA,17.5,KANSAS,95,58.63013699,-9,37.51506849,1.35,35.94
1945,RYE,NA,10.5,KANSAS,95,58.63013699,-9,37.51506849,1.35,35.94
1945,SOYBEANS,NA,10,KANSAS,95,58.63013699,-9,37.51506849,1.35,35.94
1945,WHEAT,NA,15.5,KANSAS,95,58.63013699,-9,37.51506849,1.35,35.94
1946,BARLEY,NA,17.5,KANSAS,94,62.09041096,-12,40.1890411,1.21,34.36
1946,CORN_GRAIN,NA,22,KANSAS,94,62.09041096,-12,40.1890411,1.21,34.36
1946,FLAXSEED,NA,7,KANSAS,94,62.09041096,-12,40.1890411,1.21,34.36
1946,OATS,NA,28.5,KANSAS,94,62.09041096,-12,40.1890411,1.21,34.36
1946,RYE,NA,10.5,KANSAS,94,62.09041096,-12,40.1890411,1.21,34.36
1946,SOYBEANS,NA,11,KANSAS,94,62.09041096,-12,40.1890411,1.21,34.36
1946,WHEAT,NA,16.2,KANSAS,94,62.09041096,-12,40.1890411,1.21,34.36
1947,BARLEY,NA,22,KANSAS,99,59.59726027,-15,39.10684932,1.39,36.17
1947,CORN_GRAIN,NA,18,KANSAS,99,59.59726027,-15,39.10684932,1.39,36.17
1947,FLAXSEED,NA,7,KANSAS,99,59.59726027,-15,39.10684932,1.39,36.17
1947,OATS,NA,29,KANSAS,99,59.59726027,-15,39.10684932,1.39,36.17
1947,RYE,NA,11,KANSAS,99,59.59726027,-15,39.10684932,1.39,36.17
1947,SOYBEANS,NA,8.5,KANSAS,99,59.59726027,-15,39.10684932,1.39,36.17
1947,WHEAT,NA,19.3,KANSAS,99,59.59726027,-15,39.10684932,1.39,36.17
1948,BARLEY,NA,19,KANSAS,98,60.36885246,-15,38.26502732,1.04,29.11
1948,CORN_GRAIN,NA,32.5,KANSAS,98,60.36885246,-15,38.26502732,1.04,29.11
1948,FLAXSEED,NA,5.5,KANSAS,98,60.36885246,-15,38.26502732,1.04,29.11
1948,OATS,NA,22,KANSAS,98,60.36885246,-15,38.26502732,1.04,29.11
1948,RYE,NA,11.5,KANSAS,98,60.36885246,-15,38.26502732,1.04,29.11
1948,SOYBEANS,NA,15,KANSAS,98,60.36885246,-15,38.26502732,1.04,29.11
1948,WHEAT,NA,17.5,KANSAS,98,60.36885246,-15,38.26502732,1.04,29.11
1949,BARLEY,NA,17.5,KANSAS,95,60.70136986,-13,38.7369863,0.92,29.43
1949,CORN_GRAIN,NA,27.7,KANSAS,95,60.70136986,-13,38.7369863,0.92,29.43
1949,FLAXSEED,NA,6.3,KANSAS,95,60.70136986,-13,38.7369863,0.92,29.43
1949,OATS,NA,19.4,KANSAS,95,60.70136986,-13,38.7369863,0.92,29.43
1949,RYE,NA,9.7,KANSAS,95,60.70136986,-13,38.7369863,0.92,29.43
1949,SOYBEANS,NA,14.5,KANSAS,95,60.70136986,-13,38.7369863,0.92,29.43
1949,WHEAT,NA,11,KANSAS,95,60.70136986,-13,38.7369863,0.92,29.43
1950,BARLEY,NA,14.5,KANSAS,92,57.73972603,-12,35.47945205,1.17,28.65
1950,CORN_GRAIN,NA,35,KANSAS,92,57.73972603,-12,35.47945205,1.17,28.65
1950,FLAXSEED,NA,7,KANSAS,92,57.73972603,-12,35.47945205,1.17,28.65
1950,OATS,NA,21,KANSAS,92,57.73972603,-12,35.47945205,1.17,28.65
1950,RYE,NA,10,KANSAS,92,57.73972603,-12,35.47945205,1.17,28.65
1950,SOYBEANS,NA,18,KANSAS,92,57.73972603,-12,35.47945205,1.17,28.65
1950,WHEAT,NA,14.5,KANSAS,92,57.73972603,-12,35.47945205,1.17,28.65
1951,BARLEY,NA,13,KANSAS,94,56.64657534,-16,36.33972603,0.94,39.59
1951,CORN_GRAIN,NA,24,KANSAS,94,56.64657534,-16,36.33972603,0.94,39.59
1951,FLAXSEED,NA,7.5,KANSAS,94,56.64657534,-16,36.33972603,0.94,39.59
1951,OATS,NA,18,KANSAS,94,56.64657534,-16,36.33972603,0.94,39.59
1951,RYE,NA,9.5,KANSAS,94,56.64657534,-16,36.33972603,0.94,39.59
1951,SOYBEANS,NA,14.5,KANSAS,94,56.64657534,-16,36.33972603,0.94,39.59
1951,WHEAT,NA,13,KANSAS,94,56.64657534,-16,36.33972603,0.94,39.59
1952,BARLEY,NA,15.5,KANSAS,97,60.88797814,-10,38.64480874,1.38,28.65
1952,CORN_GRAIN,NA,22.5,KANSAS,97,60.88797814,-10,38.64480874,1.38,28.65
1952,FLAXSEED,NA,5.5,KANSAS,97,60.88797814,-10,38.64480874,1.38,28.65
1952,OATS,NA,20.5,KANSAS,97,60.88797814,-10,38.64480874,1.38,28.65
1952,RYE,NA,11,KANSAS,97,60.88797814,-10,38.64480874,1.38,28.65
1952,SOYBEANS,NA,11.5,KANSAS,97,60.88797814,-10,38.64480874,1.38,28.65
1952,WHEAT,NA,21,KANSAS,97,60.88797814,-10,38.64480874,1.38,28.65
1953,BARLEY,NA,14,KANSAS,97,62.69589041,-8,39.7890411,0.97,23.93
1953,CORN_GRAIN,NA,22,KANSAS,97,62.69589041,-8,39.7890411,0.97,23.93
1953,FLAXSEED,NA,4.5,KANSAS,97,62.69589041,-8,39.7890411,0.97,23.93
1953,OATS,NA,21.5,KANSAS,97,62.69589041,-8,39.7890411,0.97,23.93
1953,RYE,NA,9.5,KANSAS,97,62.69589041,-8,39.7890411,0.97,23.93
1953,SOYBEANS,NA,7,KANSAS,97,62.69589041,-8,39.7890411,0.97,23.93
1953,WHEAT,NA,12.5,KANSAS,97,62.69589041,-8,39.7890411,0.97,23.93
1954,BARLEY,NA,22.5,KANSAS,99,62.25753425,-12,40.32328767,0.96,32.41
1954,CORN_GRAIN,NA,24,KANSAS,99,62.25753425,-12,40.32328767,0.96,32.41
1954,FLAXSEED,NA,6.5,KANSAS,99,62.25753425,-12,40.32328767,0.96,32.41
1954,OATS,NA,33,KANSAS,99,62.25753425,-12,40.32328767,0.96,32.41
1954,RYE,NA,11.5,KANSAS,99,62.25753425,-12,40.32328767,0.96,32.41
1954,SOYBEANS,NA,7,KANSAS,99,62.25753425,-12,40.32328767,0.96,32.41
1954,WHEAT,NA,17.5,KANSAS,99,62.25753425,-12,40.32328767,0.96,32.41
1955,BARLEY,NA,18.5,KANSAS,102,61.69589041,-16,38.33972603,1,22.44
1955,CORN_GRAIN,NA,24,KANSAS,102,61.69589041,-16,38.33972603,1,22.44
1955,FLAXSEED,NA,8,KANSAS,102,61.69589041,-16,38.33972603,1,22.44
1955,OATS,NA,27.5,KANSAS,102,61.69589041,-16,38.33972603,1,22.44
1955,RYE,NA,10,KANSAS,102,61.69589041,-16,38.33972603,1,22.44
1955,SOYBEANS,NA,10,KANSAS,102,61.69589041,-16,38.33972603,1,22.44
1955,WHEAT,NA,15,KANSAS,102,61.69589041,-16,38.33972603,1,22.44
1956,BARLEY,NA,18,KANSAS,98,62.00819672,-13,38.38797814,0.65,22.89
1956,CORN_GRAIN,NA,25,KANSAS,98,62.00819672,-13,38.38797814,0.65,22.89
1956,FLAXSEED,NA,7,KANSAS,98,62.00819672,-13,38.38797814,0.65,22.89
1956,OATS,NA,21.5,KANSAS,98,62.00819672,-13,38.38797814,0.65,22.89
1956,RYE,NA,11.5,KANSAS,98,62.00819672,-13,38.38797814,0.65,22.89
1956,SOYBEANS,NA,8.5,KANSAS,98,62.00819672,-13,38.38797814,0.65,22.89
1956,WHEAT,NA,15.5,KANSAS,98,62.00819672,-13,38.38797814,0.65,22.89
1957,BARLEY,NA,22,KANSAS,98,59.91506849,-18,39.06027397,0.7,30.82
1957,CORN_GRAIN,NA,30,KANSAS,98,59.91506849,-18,39.06027397,0.7,30.82
1957,OATS,NA,30.5,KANSAS,98,59.91506849,-18,39.06027397,0.7,30.82
1957,RYE,NA,16,KANSAS,98,59.91506849,-18,39.06027397,0.7,30.82
1957,SOYBEANS,NA,11.5,KANSAS,98,59.91506849,-18,39.06027397,0.7,30.82
1957,WHEAT,NA,19,KANSAS,98,59.91506849,-18,39.06027397,0.7,30.82
1958,BARLEY,NA,27.5,KANSAS,93,59.84109589,-19,37.73424658,1.15,25.88
1958,CORN_GRAIN,NA,42,KANSAS,93,59.84109589,-19,37.73424658,1.15,25.88
1958,OATS,NA,26,KANSAS,93,59.84109589,-19,37.73424658,1.15,25.88
1958,RYE,NA,17.5,KANSAS,93,59.84109589,-19,37.73424658,1.15,25.88
1958,SOYBEANS,NA,22,KANSAS,93,59.84109589,-19,37.73424658,1.15,25.88
1958,WHEAT,NA,28.5,KANSAS,93,59.84109589,-19,37.73424658,1.15,25.88
1959,BARLEY,NA,26,KANSAS,94,59.36438356,-16,38.38356164,1.42,36.66
1959,CORN_GRAIN,NA,42,KANSAS,94,59.36438356,-16,38.38356164,1.42,36.66
1959,OATS,NA,24,KANSAS,94,59.36438356,-16,38.38356164,1.42,36.66
1959,RYE,NA,15,KANSAS,94,59.36438356,-16,38.38356164,1.42,36.66
1959,SOYBEANS,NA,21,KANSAS,94,59.36438356,-16,38.38356164,1.42,36.66
1959,WHEAT,NA,20.5,KANSAS,94,59.36438356,-16,38.38356164,1.42,36.66
1960,BARLEY,NA,26,KANSAS,94,58.55191257,-16,37.05191257,1.11,32.95
1960,CORN_GRAIN,NA,45.5,KANSAS,94,58.55191257,-16,37.05191257,1.11,32.95
1960,OATS,NA,34,KANSAS,94,58.55191257,-16,37.05191257,1.11,32.95
1960,RYE,NA,18,KANSAS,94,58.55191257,-16,37.05191257,1.11,32.95
1960,SOYBEANS,NA,21.5,KANSAS,94,58.55191257,-16,37.05191257,1.11,32.95
1960,WHEAT,NA,28.5,KANSAS,94,58.55191257,-16,37.05191257,1.11,32.95
1961,BARLEY,NA,31,KANSAS,93,59.32876712,-15,37.6739726,1.99,36.46
1961,CORN_GRAIN,NA,48,KANSAS,93,59.32876712,-15,37.6739726,1.99,36.46
1961,OATS,NA,31,KANSAS,93,59.32876712,-15,37.6739726,1.99,36.46
1961,RYE,NA,17,KANSAS,93,59.32876712,-15,37.6739726,1.99,36.46
1961,SOYBEANS,NA,21.5,KANSAS,93,59.32876712,-15,37.6739726,1.99,36.46
1961,WHEAT,NA,26.5,KANSAS,93,59.32876712,-15,37.6739726,1.99,36.46
1962,BARLEY,NA,19,KANSAS,91,59.03013699,-20,37.76164384,1.18,29.74
1962,CORN_GRAIN,NA,51,KANSAS,91,59.03013699,-20,37.76164384,1.18,29.74
1962,OATS,NA,22.5,KANSAS,91,59.03013699,-20,37.76164384,1.18,29.74
1962,RYE,NA,15.5,KANSAS,91,59.03013699,-20,37.76164384,1.18,29.74
1962,SOYBEANS,NA,17.5,KANSAS,91,59.03013699,-20,37.76164384,1.18,29.74
1962,WHEAT,NA,23.5,KANSAS,91,59.03013699,-20,37.76164384,1.18,29.74
1963,BARLEY,NA,18,KANSAS,98,60.81917808,-21,38.25479452,0.83,25.76
1963,CORN_GRAIN,NA,46,KANSAS,98,60.81917808,-21,38.25479452,0.83,25.76
1963,OATS,NA,30,KANSAS,98,60.81917808,-21,38.25479452,0.83,25.76
1963,RYE,NA,12.5,KANSAS,98,60.81917808,-21,38.25479452,0.83,25.76
1963,SOYBEANS,NA,14.5,KANSAS,98,60.81917808,-21,38.25479452,0.83,25.76
1963,WHEAT,NA,21.5,KANSAS,98,60.81917808,-21,38.25479452,0.83,25.76
1964,BARLEY,NA,25,KANSAS,98,61.57377049,-9,38.7704918,0.89,29.84
1964,CORN_GRAIN,NA,45,KANSAS,98,61.57377049,-9,38.7704918,0.89,29.84
1964,OATS,NA,29,KANSAS,98,61.57377049,-9,38.7704918,0.89,29.84
1964,RYE,NA,15.5,KANSAS,98,61.57377049,-9,38.7704918,0.89,29.84
1964,SOYBEANS,NA,18,KANSAS,98,61.57377049,-9,38.7704918,0.89,29.84
1964,WHEAT,NA,22,KANSAS,98,61.57377049,-9,38.7704918,0.89,29.84
1965,BARLEY,NA,26.5,KANSAS,96,59.46849315,-15,37.88493151,1.1,38.59
1965,CORN_GRAIN,NA,59,KANSAS,96,59.46849315,-15,37.88493151,1.1,38.59
1965,OATS,NA,32,KANSAS,96,59.46849315,-15,37.88493151,1.1,38.59
1965,RYE,NA,16.5,KANSAS,96,59.46849315,-15,37.88493151,1.1,38.59
1965,SOYBEANS,NA,21,KANSAS,96,59.46849315,-15,37.88493151,1.1,38.59
1965,WHEAT,NA,23.5,KANSAS,96,59.46849315,-15,37.88493151,1.1,38.59
1966,BARLEY,NA,25,KANSAS,98,59.83287671,-23,36.6630137,1.06,24.27
1966,CORN_GRAIN,NA,58,KANSAS,98,59.83287671,-23,36.6630137,1.06,24.27
1966,OATS,NA,28,KANSAS,98,59.83287671,-23,36.6630137,1.06,24.27
1966,RYE,NA,15,KANSAS,98,59.83287671,-23,36.6630137,1.06,24.27
1966,SOYBEANS,NA,22.5,KANSAS,98,59.83287671,-23,36.6630137,1.06,24.27
1966,WHEAT,NA,19.5,KANSAS,98,59.83287671,-23,36.6630137,1.06,24.27
1967,BARLEY,NA,27,KANSAS,94,59.75616438,-16,37.23561644,0.86,30.17
1967,CORN_GRAIN,NA,68,KANSAS,94,59.75616438,-16,37.23561644,0.86,30.17
1967,OATS,NA,36,KANSAS,94,59.75616438,-16,37.23561644,0.86,30.17
1967,RYE,NA,13.5,KANSAS,94,59.75616438,-16,37.23561644,0.86,30.17
1967,SOYBEANS,NA,22.5,KANSAS,94,59.75616438,-16,37.23561644,0.86,30.17
1967,WHEAT,NA,20,KANSAS,94,59.75616438,-16,37.23561644,0.86,30.17
1968,BARLEY,NA,37,KANSAS,95,60.45628415,-18,38.21038251,1.06,30.52
1968,CORN_GRAIN,NA,78,KANSAS,95,60.45628415,-18,38.21038251,1.06,30.52
1968,OATS,NA,38,KANSAS,95,60.45628415,-18,38.21038251,1.06,30.52
1968,RYE,NA,15.5,KANSAS,95,60.45628415,-18,38.21038251,1.06,30.52
1968,SOYBEANS,NA,25,KANSAS,95,60.45628415,-18,38.21038251,1.06,30.52
1968,WHEAT,NA,26,KANSAS,95,60.45628415,-18,38.21038251,1.06,30.52
1969,BARLEY,NA,37,KANSAS,93,58.24931507,-14,37.53424658,0.79,33.21
1969,CORN_GRAIN,NA,79,KANSAS,93,58.24931507,-14,37.53424658,0.79,33.21
1969,OATS,NA,39,KANSAS,93,58.24931507,-14,37.53424658,0.79,33.21
1969,RYE,NA,19,KANSAS,93,58.24931507,-14,37.53424658,0.79,33.21
1969,SOYBEANS,NA,23,KANSAS,93,58.24931507,-14,37.53424658,0.79,33.21
1969,WHEAT,NA,31,KANSAS,93,58.24931507,-14,37.53424658,0.79,33.21
1970,BARLEY,NA,37,KANSAS,96,59.64383562,-23,38.02739726,1.22,32.83
1970,CORN_GRAIN,NA,64,KANSAS,96,59.64383562,-23,38.02739726,1.22,32.83
1970,OATS,NA,42,KANSAS,96,59.64383562,-23,38.02739726,1.22,32.83
1970,RYE,NA,22,KANSAS,96,59.64383562,-23,38.02739726,1.22,32.83
1970,SOYBEANS,NA,15,KANSAS,96,59.64383562,-23,38.02739726,1.22,32.83
1970,WHEAT,NA,33,KANSAS,96,59.64383562,-23,38.02739726,1.22,32.83
1971,BARLEY,NA,42,KANSAS,96,60.14246575,-18,38.37534247,0.76,28.01
1971,CORN_GRAIN,NA,95,KANSAS,96,60.14246575,-18,38.37534247,0.76,28.01
1971,OATS,NA,45,KANSAS,96,60.14246575,-18,38.37534247,0.76,28.01
1971,RYE,NA,22,KANSAS,96,60.14246575,-18,38.37534247,0.76,28.01
1971,SOYBEANS,NA,20.5,KANSAS,96,60.14246575,-18,38.37534247,0.76,28.01
1971,WHEAT,NA,34.5,KANSAS,96,60.14246575,-18,38.37534247,0.76,28.01
1972,BARLEY,NA,46,KANSAS,94,57.78415301,-19,36.91256831,0.93,34.83
1972,CORN_GRAIN,NA,104,KANSAS,94,57.78415301,-19,36.91256831,0.93,34.83
1972,OATS,NA,44,KANSAS,94,57.78415301,-19,36.91256831,0.93,34.83
1972,RYE,NA,20,KANSAS,94,57.78415301,-19,36.91256831,0.93,34.83
1972,SOYBEANS,NA,28,KANSAS,94,57.78415301,-19,36.91256831,0.93,34.83
1972,WHEAT,NA,33.5,KANSAS,94,57.78415301,-19,36.91256831,0.93,34.83
1973,BARLEY,NA,43,KANSAS,93,60.22191781,-12,40.54520548,1.32,41.79
1973,CORN_GRAIN,NA,100,KANSAS,93,60.22191781,-12,40.54520548,1.32,41.79
1973,OATS,NA,40,KANSAS,93,60.22191781,-12,40.54520548,1.32,41.79
1973,RYE,NA,21,KANSAS,93,60.22191781,-12,40.54520548,1.32,41.79
1973,SOYBEANS,NA,22,KANSAS,93,60.22191781,-12,40.54520548,1.32,41.79
1973,WHEAT,NA,37,KANSAS,93,60.22191781,-12,40.54520548,1.32,41.79
1974,BARLEY,NA,34,KANSAS,97,60.1369863,-25,38.45479452,1.21,30.33
1974,CORN_GRAIN,NA,79,KANSAS,97,60.1369863,-25,38.45479452,1.21,30.33
1974,OATS,NA,33,KANSAS,97,60.1369863,-25,38.45479452,1.21,30.33
1974,RYE,NA,19,KANSAS,97,60.1369863,-25,38.45479452,1.21,30.33
1974,SOYBEANS,NA,20,KANSAS,97,60.1369863,-25,38.45479452,1.21,30.33
1974,WHEAT,NA,27.5,KANSAS,97,60.1369863,-25,38.45479452,1.21,30.33
1975,BARLEY,NA,37,KANSAS,93,59.80273973,-17,38.35342466,0.74,28.42
1975,CORN_GRAIN,NA,86,KANSAS,93,59.80273973,-17,38.35342466,0.74,28.42
1975,OATS,NA,40,KANSAS,93,59.80273973,-17,38.35342466,0.74,28.42
1975,RYE,NA,21,KANSAS,93,59.80273973,-17,38.35342466,0.74,28.42
1975,SOYBEANS,NA,21,KANSAS,93,59.80273973,-17,38.35342466,0.74,28.42
1975,WHEAT,NA,29,KANSAS,93,59.80273973,-17,38.35342466,0.74,28.42
1976,BARLEY,NA,35,KANSAS,97,61.13114754,-16,36.59562842,1.09,22.73
1976,CORN_GRAIN,NA,96,KANSAS,97,61.13114754,-16,36.59562842,1.09,22.73
1976,OATS,NA,42,KANSAS,97,61.13114754,-16,36.59562842,1.09,22.73
1976,RYE,NA,17,KANSAS,97,61.13114754,-16,36.59562842,1.09,22.73
1976,SOYBEANS,NA,15,KANSAS,97,61.13114754,-16,36.59562842,1.09,22.73
1976,WHEAT,NA,30,KANSAS,97,61.13114754,-16,36.59562842,1.09,22.73
1977,BARLEY,NA,36,KANSAS,98,60.95068493,-21,38.8109589,1.26,35.22
1977,CORN_GRAIN,NA,96,KANSAS,98,60.95068493,-21,38.8109589,1.26,35.22
1977,OATS,NA,45,KANSAS,98,60.95068493,-21,38.8109589,1.26,35.22
1977,RYE,NA,18,KANSAS,98,60.95068493,-21,38.8109589,1.26,35.22
1977,SOYBEANS,NA,28.5,KANSAS,98,60.95068493,-21,38.8109589,1.26,35.22
1977,WHEAT,NA,28.5,KANSAS,98,60.95068493,-21,38.8109589,1.26,35.22
1978,BARLEY,NA,42,KANSAS,95,57.68767123,-13,36.03013699,1.42,32.93
1978,CORN_GRAIN,NA,102,KANSAS,95,57.68767123,-13,36.03013699,1.42,32.93
1978,OATS,NA,39,KANSAS,95,57.68767123,-13,36.03013699,1.42,32.93
1978,RYE,NA,21,KANSAS,95,57.68767123,-13,36.03013699,1.42,32.93
1978,SOYBEANS,NA,18,KANSAS,95,57.68767123,-13,36.03013699,1.42,32.93
1978,WHEAT,NA,30,KANSAS,95,57.68767123,-13,36.03013699,1.42,32.93
1979,BARLEY,NA,44,KANSAS,94,57.61369863,-21,35.87945205,1.28,31.89
1979,CORN_GRAIN,NA,117,KANSAS,94,57.61369863,-21,35.87945205,1.28,31.89
1979,OATS,NA,44,KANSAS,94,57.61369863,-21,35.87945205,1.28,31.89
1979,RYE,NA,28,KANSAS,94,57.61369863,-21,35.87945205,1.28,31.89
1979,SOYBEANS,NA,26.5,KANSAS,94,57.61369863,-21,35.87945205,1.28,31.89
1979,WHEAT,NA,38,KANSAS,94,57.61369863,-21,35.87945205,1.28,31.89
1980,BARLEY,NA,41,KANSAS,99,60.61748634,-10,38.23497268,1.11,28.08
1980,CORN_GRAIN,NA,94,KANSAS,99,60.61748634,-10,38.23497268,1.11,28.08
1980,OATS,NA,38,KANSAS,99,60.61748634,-10,38.23497268,1.11,28.08
1980,RYE,NA,21,KANSAS,99,60.61748634,-10,38.23497268,1.11,28.08
1980,SOYBEANS,NA,16.5,KANSAS,99,60.61748634,-10,38.23497268,1.11,28.08
1980,WHEAT,NA,35,KANSAS,99,60.61748634,-10,38.23497268,1.11,28.08
1981,BARLEY,NA,32,KANSAS,96,61.65753425,-18,39.03013699,1,31.42
1981,CORN_GRAIN,NA,126,KANSAS,96,61.65753425,-18,39.03013699,1,31.42
1981,OATS,NA,50,KANSAS,96,61.65753425,-18,39.03013699,1,31.42
1981,RYE,NA,21,KANSAS,96,61.65753425,-18,39.03013699,1,31.42
1981,SOYBEANS,NA,30,KANSAS,96,61.65753425,-18,39.03013699,1,31.42
1981,WHEAT,NA,25,KANSAS,96,61.65753425,-18,39.03013699,1,31.42
1982,BARLEY,NA,43,KANSAS,95,57.9369863,-24,37.24109589,1.03,39.03
1982,CORN_GRAIN,NA,114,KANSAS,95,57.9369863,-24,37.24109589,1.03,39.03
1982,OATS,NA,47,KANSAS,95,57.9369863,-24,37.24109589,1.03,39.03
1982,RYE,NA,24,KANSAS,95,57.9369863,-24,37.24109589,1.03,39.03
1982,SOYBEANS,NA,26,KANSAS,95,57.9369863,-24,37.24109589,1.03,39.03
1982,WHEAT,NA,35,KANSAS,95,57.9369863,-24,37.24109589,1.03,39.03
1983,BARLEY,NA,51,KANSAS,100,58.97260274,-21,39.19178082,0.97,33.66
1983,CORN_GRAIN,NA,93,KANSAS,100,58.97260274,-21,39.19178082,0.97,33.66
1983,OATS,NA,48,KANSAS,100,58.97260274,-21,39.19178082,0.97,33.66
1983,RYE,NA,22,KANSAS,100,58.97260274,-21,39.19178082,0.97,33.66
1983,SOYBEANS,NA,16,KANSAS,100,58.97260274,-21,39.19178082,0.97,33.66
1983,WHEAT,NA,41.5,KANSAS,100,58.97260274,-21,39.19178082,0.97,33.66
